trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.9585217890173758}",20,0,-118.07727875870506,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
186,False,"{'a': 0.5, 'e': 0.9580728994623191}",25,0,-156.37368089920284,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
187,False,"{'a': 0.5, 'e': 0.9576216459576222}",20,15,-13.16925867999243,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.9571680296167082}",20,0,-49.906263213398724,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.9567120515588305}",30,0,-126.31635001830693,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
190,False,"{'a': 0.5, 'e': 0.9562537129090695}",20,0,-136.28097420675454,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.9557930147983301}",20,0,-21.651486663656996,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
192,False,"{'a': 0.5, 'e': 0.9553299583633394}",20,11,-9.349559304968935,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.954864544746643}",25,0,-161.85719042738097,"{0: 10, 1: 7, 2: 6, 3: 0, 4: 2}",0
194,False,"{'a': 0.5, 'e': 0.9543967750966026}",25,0,-142.89527001336162,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
195,False,"{'a': 0.5, 'e': 0.9539266505673936}",35,0,-344.3299228117384,"{0: 17, 1: 2, 2: 7, 3: 4, 4: 5}",0
196,False,"{'a': 0.5, 'e': 0.9534541723190012}",30,0,-292.4089571107359,"{0: 13, 1: 4, 2: 6, 3: 3, 4: 4}",0
197,False,"{'a': 0.5, 'e': 0.9529793415172189}",20,0,-99.55360628091877,"{0: 9, 1: 1, 2: 9, 3: 1, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.9525021593336441}",20,0,-150.40235436257365,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
199,False,"{'a': 0.5, 'e': 0.9520226269456766}",25,0,-61.71924897430728,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.9515407455365149}",20,0,-75.85956544979473,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.9510565162951535}",25,0,-165.50063679833895,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
202,False,"{'a': 0.5, 'e': 0.95056994041638}",25,19,3.064571753338385,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.9500810191007717}",20,6,-63.79237629932103,"{0: 8, 1: 1, 2: 3, 3: 2, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.9495897535546937}",25,0,-194.978744689844,"{0: 12, 1: 1, 2: 8, 3: 2, 4: 2}",0
205,False,"{'a': 0.5, 'e': 0.9490961449902946}",20,0,-59.24665084307809,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.9486001946255046}",25,13,-139.33883712048535,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 3}",1
207,False,"{'a': 0.5, 'e': 0.948101903684032}",25,0,-157.51254662351405,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
208,False,"{'a': 0.5, 'e': 0.94760127339536}",30,4,-155.45420728107973,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 2}",1
209,False,"{'a': 0.5, 'e': 0.9470983049947443}",35,0,-305.028969538214,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 6}",0
210,False,"{'a': 0.5, 'e': 0.9465929997232092}",20,0,-53.42275863853976,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.9460853588275453}",20,0,-78.40749493238746,"{0: 10, 1: 5, 2: 3, 3: 2, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.9455753835603061}",25,0,-154.43008992124294,"{0: 12, 1: 3, 2: 7, 3: 2, 4: 1}",0
213,False,"{'a': 0.5, 'e': 0.9450630751798048}",20,0,-42.41459545286762,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.9445484349501115}",30,0,-99.05346219733775,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.9440314641410498}",20,0,-139.03129812930214,"{0: 6, 1: 3, 2: 9, 3: 2, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.9435121640281936}",25,16,-19.912965306725138,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.9429905358928644}",20,0,-155.99052257284657,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
218,False,"{'a': 0.5, 'e': 0.942466581022128}",25,0,-227.79020648604103,"{0: 12, 1: 5, 2: 3, 3: 1, 4: 4}",0
219,False,"{'a': 0.5, 'e': 0.9419403007087906}",20,0,-172.6351262603082,"{0: 7, 1: 4, 2: 6, 3: 1, 4: 2}",0
220,False,"{'a': 0.5, 'e': 0.9414116962513968}",20,0,-48.660628255481434,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.9408807689542255}",35,0,-181.98631297949905,"{0: 19, 1: 6, 2: 7, 3: 1, 4: 2}",0
222,False,"{'a': 0.5, 'e': 0.940347520127287}",25,0,-168.2552334307158,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
223,False,"{'a': 0.5, 'e': 0.9398119510863197}",35,0,-127.79951896899333,"{0: 21, 1: 4, 2: 9, 3: 0, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.939274063152787}",25,0,-76.10369286441615,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
225,False,"{'a': 0.5, 'e': 0.9387338576538741}",20,0,-147.65207909293318,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
226,False,"{'a': 0.5, 'e': 0.9381913359224842}",30,0,-186.60694089436927,"{0: 17, 1: 3, 2: 5, 3: 3, 4: 2}",0
227,False,"{'a': 0.5, 'e': 0.9376464992972356}",25,0,-122.99233156391503,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
228,False,"{'a': 0.5, 'e': 0.9370993491224588}",20,0,-126.13739128564652,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
229,False,"{'a': 0.5, 'e': 0.9365498867481923}",20,0,-144.98872587334907,"{0: 10, 1: 1, 2: 5, 3: 3, 4: 1}",0
230,False,"{'a': 0.5, 'e': 0.93599811353018}",20,0,-11.01146299160986,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.9354440308298673}",20,0,-96.27606777324243,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.9348876400143984}",25,0,-111.44583872447777,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
233,False,"{'a': 0.5, 'e': 0.934328942456612}",20,0,-86.11661548041867,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.9337679395350391}",25,5,-2.4577559245319174,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.9332046326338985}",25,0,-28.031245008953096,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.9326390231430941}",20,0,-86.5744914074095,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
237,False,"{'a': 0.5, 'e': 0.932071112458211}",20,0,-73.40468273553093,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.9315009019805123}",20,2,-54.74546083409942,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 1}",1
239,False,"{'a': 0.5, 'e': 0.9309283931169358}",35,0,-126.32591371299338,"{0: 23, 1: 2, 2: 8, 3: 1, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.93035358728009}",35,0,-168.35814376804888,"{0: 23, 1: 3, 2: 4, 3: 3, 4: 2}",0
241,False,"{'a': 0.5, 'e': 0.9297764858882513}",35,0,-159.32287298391273,"{0: 23, 1: 3, 2: 5, 3: 2, 4: 2}",0
242,False,"{'a': 0.5, 'e': 0.9291970903653602}",25,2,-66.480223942641,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 1}",1
243,False,"{'a': 0.5, 'e': 0.9286154021410173}",25,11,-45.99310697814036,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.9280314226504806}",20,0,-45.98239837459878,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
245,False,"{'a': 0.5, 'e': 0.9274451533346613}",25,0,-118.8406619837879,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
246,False,"{'a': 0.5, 'e': 0.9268565956401208}",30,0,-194.22797337173822,"{0: 18, 1: 1, 2: 7, 3: 1, 4: 3}",0
247,False,"{'a': 0.5, 'e': 0.9262657510190666}",20,0,-151.1313423071351,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
248,False,"{'a': 0.5, 'e': 0.9256726209293492}",20,5,-18.459891526042448,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.925077206834458}",35,0,-95.84215749604223,"{0: 24, 1: 3, 2: 7, 3: 0, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.9244795102035182}",20,0,-256.95337687719126,"{0: 7, 1: 1, 2: 6, 3: 2, 4: 4}",0
251,False,"{'a': 0.5, 'e': 0.9238795325112867}",30,0,-120.19528540609973,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.923277275238149}",20,0,-17.573707107215853,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
253,False,"{'a': 0.5, 'e': 0.9226727398701149}",20,0,-84.57455289149986,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.9220659278988153}",30,0,-310.18480608731096,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 6}",0
255,False,"{'a': 0.5, 'e': 0.9214568408214985}",20,0,-134.9027233926186,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
256,False,"{'a': 0.5, 'e': 0.9208454801410263}",30,0,-165.22716531413852,"{0: 15, 1: 5, 2: 6, 3: 3, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.9202318473658704}",25,0,-117.12896351315896,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.9196159440101086}",20,0,-54.10697929293218,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.9189977715934213}",30,0,-156.66435901405669,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
260,False,"{'a': 0.5, 'e': 0.9183773316410876}",20,0,-166.1171313588591,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
261,False,"{'a': 0.5, 'e': 0.9177546256839811}",25,0,-247.31904578070325,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 5}",0
262,False,"{'a': 0.5, 'e': 0.9171296552585672}",25,0,-159.76269161058912,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
263,False,"{'a': 0.5, 'e': 0.916502421906898}",30,0,-123.25839957350306,"{0: 18, 1: 6, 2: 3, 3: 2, 4: 1}",0
264,False,"{'a': 0.5, 'e': 0.9158729271766095}",20,1,-80.82041866969578,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.9152411726209175}",30,0,-160.19390319817097,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
266,False,"{'a': 0.5, 'e': 0.9146071597986136}",25,0,-165.5161011837634,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
267,False,"{'a': 0.5, 'e': 0.9139708902740612}",20,0,-75.32188224644263,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.9133323656171922}",25,0,-63.191265496885194,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.9126915874035029}",25,0,-203.1136871346448,"{0: 13, 1: 4, 2: 4, 3: 0, 4: 4}",0
270,False,"{'a': 0.5, 'e': 0.9120485572140494}",20,0,-83.19325665808857,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
271,False,"{'a': 0.5, 'e': 0.9114032766354452}",30,0,-102.28447217573137,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.9107557472598559}",25,0,-79.39261948309884,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.9101059706849957}",35,0,-195.28888547924242,"{0: 17, 1: 9, 2: 5, 3: 2, 4: 2}",0
274,False,"{'a': 0.5, 'e': 0.9094539485141238}",25,0,-164.09956011754386,"{0: 11, 1: 2, 2: 9, 3: 2, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.90879968235604}",20,11,-30.446475661881315,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.9081431738250814}",20,0,-65.84244744589643,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
277,False,"{'a': 0.5, 'e': 0.9074844245411169}",35,0,-178.29923991356162,"{0: 20, 1: 5, 2: 6, 3: 2, 4: 2}",0
278,False,"{'a': 0.5, 'e': 0.9068234361295454}",25,0,-72.00987738710205,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.9061602102212898}",20,0,-142.23985260659697,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
280,False,"{'a': 0.5, 'e': 0.9054947484527943}",25,0,-213.8283942977849,"{0: 14, 1: 0, 2: 7, 3: 0, 4: 4}",0
281,False,"{'a': 0.5, 'e': 0.9048270524660196}",30,0,-133.17667345392923,"{0: 19, 1: 3, 2: 4, 3: 3, 4: 1}",0
282,False,"{'a': 0.5, 'e': 0.904157123908439}",30,0,-121.06547686424454,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
283,False,"{'a': 0.5, 'e': 0.9034849644330348}",20,0,-78.03424662842102,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.9028105756982937}",20,0,-95.07820259164421,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
285,False,"{'a': 0.5, 'e': 0.9021339593682028}",25,0,-123.2731815184995,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
286,False,"{'a': 0.5, 'e': 0.9014551171122457}",25,0,-72.82600586043661,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
287,False,"{'a': 0.5, 'e': 0.9007740506053981}",25,0,-113.90862178965955,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
288,False,"{'a': 0.5, 'e': 0.9000907615281238}",20,0,-21.73579886786607,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
289,False,"{'a': 0.5, 'e': 0.8994052515663711}",25,0,-0.12339588415789926,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.8987175224115672}",30,0,-218.74734103359077,"{0: 15, 1: 5, 2: 5, 3: 2, 4: 3}",0
291,False,"{'a': 0.5, 'e': 0.8980275757606156}",20,0,-27.71835912018967,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
292,False,"{'a': 0.5, 'e': 0.8973354133158912}",35,0,-219.7036441200891,"{0: 22, 1: 4, 2: 4, 3: 1, 4: 4}",0
293,False,"{'a': 0.5, 'e': 0.8966410367852359}",25,0,-131.0487297751215,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
294,False,"{'a': 0.5, 'e': 0.8959444478819547}",20,0,-102.9663676389719,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
295,False,"{'a': 0.5, 'e': 0.8952456483248117}",20,0,-160.11267957980866,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
296,False,"{'a': 0.5, 'e': 0.8945446398380251}",25,0,-104.12867726939585,"{0: 13, 1: 6, 2: 5, 3: 0, 4: 1}",0
297,False,"{'a': 0.5, 'e': 0.8938414241512638}",20,0,-75.1850947251547,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.8931360029996426}",35,0,-154.62211383860645,"{0: 23, 1: 4, 2: 4, 3: 2, 4: 2}",0
299,False,"{'a': 0.5, 'e': 0.8924283781237179}",25,0,-119.55639289182382,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
300,False,"{'a': 0.5, 'e': 0.891718551269484}",25,0,-127.75835232663954,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
301,False,"{'a': 0.5, 'e': 0.8910065241883678}",20,0,-132.86700122930083,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
302,False,"{'a': 0.5, 'e': 0.8902922986372257}",20,12,-31.792473771011085,"{0: 4, 1: 2, 2: 1, 3: 1, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.8895758763783379}",30,0,-56.424818628599915,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.8888572591794054}",25,0,-287.1002848038514,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 5}",0
305,False,"{'a': 0.5, 'e': 0.8881364488135445}",20,0,-69.40101896156895,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.8874134470592833}",20,0,-176.65742324473152,"{0: 7, 1: 3, 2: 7, 3: 1, 4: 2}",0
307,False,"{'a': 0.5, 'e': 0.8866882557005564}",30,0,-142.71480051428833,"{0: 18, 1: 4, 2: 3, 3: 4, 4: 1}",0
308,False,"{'a': 0.5, 'e': 0.8859608765267019}",30,0,-208.2788765001338,"{0: 15, 1: 2, 2: 8, 3: 3, 4: 2}",0
309,False,"{'a': 0.5, 'e': 0.8852313113324553}",25,6,-66.78792940498829,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
310,False,"{'a': 0.5, 'e': 0.8844995619179461}",25,8,-32.34543679900341,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.8837656300886934}",20,0,-96.76113999876269,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
312,False,"{'a': 0.5, 'e': 0.8830295176556011}",35,0,-137.66096504118363,"{0: 22, 1: 4, 2: 7, 3: 0, 4: 2}",0
313,False,"{'a': 0.5, 'e': 0.8822912264349533}",20,0,-113.79594979277833,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
314,False,"{'a': 0.5, 'e': 0.8815507582484102}",30,0,-74.55561336623373,"{0: 21, 1: 2, 2: 5, 3: 2, 4: 0}",0
315,False,"{'a': 0.5, 'e': 0.8808081149230036}",25,0,-81.76781987731957,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
316,False,"{'a': 0.5, 'e': 0.880063298291132}",30,8,-36.46579110089921,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.8793163101905562}",35,0,-182.0065916388788,"{0: 21, 1: 4, 2: 7, 3: 0, 4: 3}",0
318,False,"{'a': 0.5, 'e': 0.8785671524643954}",25,0,-152.43996641868662,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
319,False,"{'a': 0.5, 'e': 0.8778158269611217}",35,24,-18.174027166160474,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.877062335534556}",20,0,-78.38478319625735,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.8763066800438636}",20,0,-90.20969026294107,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
322,False,"{'a': 0.5, 'e': 0.8755488623535492}",25,6,-108.90009946641199,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 2}",1
323,False,"{'a': 0.5, 'e': 0.8747888843334528}",20,0,-114.93420939964771,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
324,False,"{'a': 0.5, 'e': 0.8740267478587443}",30,0,-55.13968103296177,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.8732624548099202}",35,6,-128.29382787332514,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 1}",1
326,False,"{'a': 0.5, 'e': 0.8724960070727972}",30,0,-202.49559623899486,"{0: 17, 1: 4, 2: 4, 3: 2, 4: 3}",0
327,False,"{'a': 0.5, 'e': 0.8717274065385089}",35,0,-97.82655878382761,"{0: 27, 1: 2, 2: 4, 3: 0, 4: 2}",0
328,False,"{'a': 0.5, 'e': 0.8709566551035008}",20,0,-51.954246603959874,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
329,False,"{'a': 0.5, 'e': 0.8701837546695257}",30,12,-147.2581851251093,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 3}",1
330,False,"{'a': 0.5, 'e': 0.8694087071436382}",30,0,-142.09850181432344,"{0: 17, 1: 2, 2: 9, 3: 1, 4: 1}",0
331,False,"{'a': 0.5, 'e': 0.8686315144381912}",20,7,-142.5452871705827,"{0: 5, 1: 0, 2: 5, 3: 1, 4: 2}",1
332,False,"{'a': 0.5, 'e': 0.8678521784708305}",35,1,-229.21378079035935,"{0: 19, 1: 1, 2: 9, 3: 2, 4: 3}",1
333,False,"{'a': 0.5, 'e': 0.86707070116449}",20,0,-103.55828627591188,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
334,False,"{'a': 0.5, 'e': 0.8662870844473874}",25,0,-120.50777886527077,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
335,False,"{'a': 0.5, 'e': 0.865501330253019}",20,0,-102.48815132851068,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
336,False,"{'a': 0.5, 'e': 0.8647134405201551}",20,0,-80.94631851464561,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
337,False,"{'a': 0.5, 'e': 0.8639234171928353}",20,0,-110.39614325115349,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",1
338,False,"{'a': 0.5, 'e': 0.8631312622203637}",25,8,-13.548177680017568,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.862336977557304}",20,0,-64.38732303842296,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
340,False,"{'a': 0.5, 'e': 0.8615405651634744}",30,0,-183.83829798043473,"{0: 19, 1: 2, 2: 4, 3: 2, 4: 3}",0
341,False,"{'a': 0.5, 'e': 0.8607420270039436}",20,10,-14.956647570940945,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.8599413650490251}",25,0,-135.8370344404845,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
343,False,"{'a': 0.5, 'e': 0.8591385812742725}",25,0,-153.79855983875217,"{0: 12, 1: 2, 2: 8, 3: 2, 4: 1}",0
344,False,"{'a': 0.5, 'e': 0.858333677660475}",20,0,-159.1685436150184,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
345,False,"{'a': 0.5, 'e': 0.8575266561936523}",30,0,-95.68700529675486,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
346,False,"{'a': 0.5, 'e': 0.8567175188650497}",25,0,-79.79336214534045,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.855906267671133}",25,6,-25.472834073321284,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.855092904613584}",25,9,-97.47309529014146,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 2}",1
349,False,"{'a': 0.5, 'e': 0.8542774316992952}",30,0,-141.6978822520085,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
350,False,"{'a': 0.5, 'e': 0.8534598509403648}",20,0,-109.11609514432544,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
351,False,"{'a': 0.5, 'e': 0.8526401643540923}",30,0,-60.501792179183504,"{0: 21, 1: 6, 2: 2, 3: 0, 4: 1}",0
352,False,"{'a': 0.5, 'e': 0.8518183739629726}",20,0,-150.23941828066205,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
353,False,"{'a': 0.5, 'e': 0.8509944817946918}",30,11,-61.75055558183047,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.8501684898821222}",20,0,-59.39759874377246,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
355,False,"{'a': 0.5, 'e': 0.8493404002633165}",20,0,-92.25285028382135,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
356,False,"{'a': 0.5, 'e': 0.8485102149815036}",20,0,-108.42128625532439,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",1
357,False,"{'a': 0.5, 'e': 0.8476779360850832}",30,4,-133.18823545237404,"{0: 12, 1: 5, 2: 8, 3: 0, 4: 1}",1
358,False,"{'a': 0.5, 'e': 0.8468435656276208}",25,0,-24.2723646138004,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.8460071056678422}",30,0,-77.08506557177297,"{0: 19, 1: 2, 2: 9, 3: 0, 4: 0}",0
360,False,"{'a': 0.5, 'e': 0.8451685582696296}",20,0,-42.24993211773462,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
361,False,"{'a': 0.5, 'e': 0.8443279255020151}",20,0,-22.735148834075748,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
362,False,"{'a': 0.5, 'e': 0.8434852094391766}",25,0,-163.4229024104409,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
363,False,"{'a': 0.5, 'e': 0.8426404121604323}",25,6,-50.01376488096345,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.8417935357502353}",20,0,-120.22200592989303,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 1}",0
365,False,"{'a': 0.5, 'e': 0.840944582298169}",25,17,5.557875569582429,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.8400935538989418}",20,10,-19.209991598552715,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.8392404526523818}",25,0,-72.16886075430516,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
368,False,"{'a': 0.5, 'e': 0.838385280663431}",20,7,-63.31068497688207,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 1}",1
